term,department,course,section,class_number,mode_of_instruction,course_title,satisfies,units,class_type,days,times,instructor,location,dates,open_seats,notes
,BUS2,130,88,29700,Fully Online,Introduction to Marketing,,3,LEC,MW,01:30PM-02:45PM,Mahesh Rajan,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,130,89,29851,Fully Online,Introduction to Marketing,,3,LEC,M,03:00PM-05:45PM,Robert Sibley,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,130,90,29852,Fully Online,Introduction to Marketing,,3,LEC,M,06:00PM-08:45PM,Robert Sibley,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,131B,01,25243,In Person,Retail Marketing Management,,3,LEC,TR,04:30PM-05:45PM,Gary Castro,BBC105,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,131D,02,28804,In Person,Marketing in New Ventures,,3,LEC,MW,12:00PM-01:15PM,Marko Spremo,BBC226,01/24/24-05/13/24,1,FB - Additional fees and/or materials required. Contact department office.
,BUS2,131D,04,30298,In Person,Marketing in New Ventures,,3,LEC,M,03:00PM-05:45PM,Gary Castro,BBC022,01/24/24-05/13/24,0,
,BUS2,133A,01,20079,In Person,International Marketing,,3,SEM,TR,12:00PM-01:15PM,Jeffrey Fadiman,BBC105,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,133B,01,27949,In Person,Relationship Marketing: Pacific Rim,,3,LEC,TR,01:30PM-02:45PM,Jeffrey Fadiman,BBC105,01/24/24-05/13/24,7,FB - Additional fees and/or materials required. Contact department office.
,BUS2,134A,01,20342,In Person,Consumer Behavior,,3,SEM,MW,09:00AM-10:15AM,Miwa Merz,BBC224,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,134A,02,24827,In Person,Consumer Behavior,,3,SEM,MW,10:30AM-11:45AM,Miwa Merz,BBC224,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,134A,03,27952,In Person,Consumer Behavior,,3,SEM,TR,10:30AM-11:45AM,Jing Zhang,BBC324,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,134A,04,27954,In Person,Consumer Behavior,,3,SEM,TR,12:00PM-01:15PM,Jing Zhang,BBC324,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,134B,01,20564,In Person,Integrated Marketing Communications,,3,SEM,TR,01:30PM-02:45PM,Hyo Jin Lee,BBC022,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,134B,02,20343,In Person,Integrated Marketing Communications,,3,SEM,TR,03:00PM-04:15PM,Hyo Jin Lee,BBC022,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,134B,03,25247,In Person,Integrated Marketing Communications,,3,SEM,T,06:00PM-08:45PM,Gary Castro,BBC105,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,134C,01,25249,In Person,Social Media Marketing,,3,LEC,TR,10:30AM-11:45AM,Gema Vinuales,BBC326,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,134C,02,25250,In Person,Social Media Marketing,,3,LEC,TR,12:00PM-01:15PM,Gema Vinuales,BBC326,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,134C,80,27990,Fully Online,Social Media Marketing,,3,LEC,TR,01:30PM-02:45PM,Gema Vinuales,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,135B,80,24829,Fully Online,Services Marketing,,3,LEC,TBA,TBA,Miwa Merz,ONLINE,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,135C,01,27992,In Person,Entertainment Marketing,,3,LEC,R,03:00PM-05:45PM,Alexa Pagonas,BBC224,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,136,01,21499,In Person,Product Development,,3,SEM,W,06:00PM-08:45PM,Vivek Agarwal,BBC320,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,137A,80,24373,Fully Online,Soft Skills,,3,LEC,TBA,TBA,Jennifer Bechkoff,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,137H,01,20344,In Person,Marketing and Business Analytics Honors Practicum,,3,LEC,M,06:00PM-08:45PM,Stephen Cash,BBC105,01/24/24-05/13/24,17,FB - Additional fees and/or materials required. Contact department office.  RC - Requires department release of permission number.  RH - Honors course. Requires department approval.
,BUS2,137S,01,24823,In Person,Special Topics in Marketing,,3,LEC,R,06:00PM-08:45PM,Benny Boveda,BBC324,01/24/24-05/13/24,3,FB - Additional fees and/or materials required. Contact department office.
,BUS2,138,01,22565,In Person,Marketing Research,,3,SEM,MW,01:30PM-02:45PM,Mithila Guha,BBC320,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,138,02,27997,In Person,Marketing Research,,3,SEM,MW,03:00PM-04:15PM,Mithila Guha,BBC320,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,138,80,21108,Fully Online,Marketing Research,,3,SEM,TBA,TBA,Jing Zhang,ONLINE,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,139,80,23742,Fully Online,Marketing Management,,3,SEM,TR,12:00PM-01:15PM,Kenneth Gehrt,ONLINE,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.  FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,139,81,23743,Fully Online,Marketing Management,,3,SEM,T,03:00PM-05:45PM,Robert Sibley,ONLINE,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.  FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,139,82,28001,Fully Online,Marketing Management,,3,SEM,T,06:00PM-08:45PM,Robert Sibley,ONLINE,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.  FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,180F,01,28528,Fully Online,Indiv Study Mktg,,1,SUP,TBA,TBA,Michael Merz,ONLINE,01/24/24-05/13/24,9,RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,180F,02,20347,Fully Online,Indiv Study Mktg,,3,SUP,TBA,TBA,Jing Zhang,ONLINE,01/24/24-05/13/24,9,FB - Additional fees and/or materials required. Contact department office.  FB - Additional fees and/or materials required. Contact department office.  RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,190,01,28543,In Person,Fundamentals of Business Analytics,,3,SEM,TR,01:30PM-02:45PM,Walter Easter,BBC224,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,190,02,20081,In Person,Fundamentals of Business Analytics,,3,SEM,MW,12:00PM-01:15PM,Ann Kalinowski,BBC105,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,190,03,20082,In Person,Fundamentals of Business Analytics,,3,SEM,MW,01:30PM-02:45PM,Ann Kalinowski,BBC105,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,190,04,20083,In Person,Fundamentals of Business Analytics,,3,SEM,MW,03:00PM-04:15PM,Ann Kalinowski,BBC105,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,190,05,28169,In Person,Fundamentals of Business Analytics,,3,SEM,TR,09:00AM-10:15AM,Yinghua Huang,IS227,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,190,06,28510,In Person,Fundamentals of Business Analytics,,3,SEM,TR,10:30AM-11:45AM,Yinghua Huang,IS227,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,190,07,28170,In Person,Fundamentals of Business Analytics,,3,SEM,TR,12:00PM-01:15PM,Walter Easter,BBC004,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,190,08,21433,In Person,Fundamentals of Business Analytics,,3,SEM,T,03:00PM-05:45PM,Michael Klein,BBC324,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,190,09,23803,In Person,Fundamentals of Business Analytics,,3,SEM,T,06:00PM-08:45PM,Michael Klein,BBC324,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,190,10,21767,In Person,Fundamentals of Business Analytics,,3,SEM,W,03:00PM-05:45PM,Mahboubeh Madadi,BBC204,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,190,11,22405,In Person,Fundamentals of Business Analytics,,3,SEM,W,06:00PM-08:45PM,Benny Boveda,BBC204,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,190,80,28171,Fully Online,Fundamentals of Business Analytics,,3,SEM,T,06:00PM-08:45PM,Benny Boveda,ONLINE,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.  FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,BUS2,193,01,23076,In Person,Data Mining,,3,LEC,TR,12:00PM-01:15PM,Shaonan Tian,BBC302,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,194A,01,21770,In Person,Statistical Analysis,,3,LEC,MW,10:30AM-11:45AM,Egbe-Etu Etu,BBC324,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,194B,01,21434,In Person,Prescriptive Analytics in Business,,3,LEC,TR,10:30AM-11:45AM,Kezban Yagci Sokat,BBC022,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,194B,02,25050,In Person,Prescriptive Analytics in Business,,3,LEC,W,06:00PM-08:45PM,Jim Mcmillin,BBC224,01/24/24-05/13/24,7,FB - Additional fees and/or materials required. Contact department office.
,BUS2,195A,01,25708,In Person,Spreadsheet Modeling,,3,LEC,R,03:00PM-05:45PM,Benny Boveda,BBC324,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,195B,01,22258,In Person,Data Visualization and Exploration,,3,LEC,MW,12:00PM-01:15PM,Egbe-Etu Etu,BBC301,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS2,195B,02,28010,In Person,Data Visualization and Exploration,,3,LEC,MW,01:30PM-02:45PM,Egbe-Etu Etu,BBC301,01/24/24-05/13/24,0,FB - Additional fees and/or materials required. Contact department office.
,BUS3,12,61,28512,In Person,Managing My life,GE: E,3,LEC,MW,01:30PM-02:45PM,Walter Easter,BBC226,01/24/24-05/13/24,0,
,BUS3,12,62,22082,In Person,Managing My life,GE: E,3,LEC,TR,09:00AM-10:15AM,Terry Thompson,BBC326,01/24/24-05/13/24,2,
,BUS3,12,63,28513,In Person,Managing My life,GE: E,3,LEC,TR,12:00PM-01:15PM,Terry Thompson,BBC301,01/24/24-05/13/24,0,
,BUS3,80,01,22064,In Person,Legal Environment of Business,,3,LEC,MW,07:30AM-08:45AM,Joseph Dworak,BBC326,01/24/24-05/13/24,0,"PA - Prereq - Sophomore, junior or senior standing."
,BUS3,80,02,20484,In Person,Legal Environment of Business,,3,LEC,MW,09:00AM-10:15AM,Joseph Dworak,BBC326,01/24/24-05/13/24,0,"PA - Prereq - Sophomore, junior or senior standing."
,BUS3,80,03,20395,In Person,Legal Environment of Business,,3,LEC,MW,10:30AM-11:45AM,Joseph Dworak,BBC326,01/24/24-05/13/24,0,"PA - Prereq - Sophomore, junior or senior standing."
,BUS3,80,04,22733,In Person,Legal Environment of Business,,3,LEC,M,06:00PM-08:45PM,Carlos Singh,BBC202,01/24/24-05/13/24,0,"PA - Prereq - Sophomore, junior or senior standing."
,BUS3,80,05,22734,In Person,Legal Environment of Business,,3,LEC,TR,09:00AM-10:15AM,Ash Padwal,BBC102,01/24/24-05/13/24,0,"PA - Prereq - Sophomore, junior or senior standing."
,BUS3,80,06,23333,In Person,Legal Environment of Business,,3,LEC,TR,01:30PM-02:45PM,Tyler Shewey,BBC104,01/24/24-05/13/24,0,"PA - Prereq - Sophomore, junior or senior standing."
,BUS3,80,07,29891,In Person,Legal Environment of Business,,3,LEC,TR,07:30AM-08:45AM,Amy Carlson,BBC103,01/24/24-05/13/24,1,
,BUS3,150,01,20526,In Person,Fundamentals of Human Resource Management,,3,LEC,MW,10:30AM-11:45AM,Lucy Headrick,BBC103,01/24/24-05/13/24,0,
,BUS3,150,02,25342,In Person,Fundamentals of Human Resource Management,,3,LEC,TR,09:00AM-10:15AM,Yeonka Kim,BBC103,01/24/24-05/13/24,0,
,BUS3,150,03,25348,In Person,Fundamentals of Human Resource Management,,3,LEC,TR,10:30AM-11:45AM,Yeonka Kim,BBC103,01/24/24-05/13/24,0,
,BUS3,150,05,27415,In Person,Fundamentals of Human Resource Management,,3,LEC,W,06:00PM-08:45PM,Monica Gavino,BBC103,01/24/24-05/13/24,4,
,BUS3,150,06,27417,In Person,Fundamentals of Human Resource Management,,3,LEC,R,03:00PM-05:45PM,Nancy Long,BBC104,01/24/24-05/13/24,0,
,BUS3,152,01,20822,In Person,Human Resources Analytics,,3,SEM,W,06:00PM-08:45PM,Lucy Headrick,BBC003,01/24/24-05/13/24,0,
,BUS3,153,01,23842,In Person,Management of Diversity,,3,LEC,W,03:00PM-05:45PM,Monica Gavino,BBC103,01/24/24-05/13/24,3,
,BUS3,154,01,28794,In Person,"Workforce Planning, Staffing and Training",,3,LEC,TR,10:30AM-11:45AM,Ginevra Scherini,SH434,01/24/24-05/13/24,0,
,BUS3,154,02,27542,In Person,"Workforce Planning, Staffing and Training",,3,LEC,TR,04:30PM-05:45PM,Ginevra Scherini,BBC021,01/24/24-05/13/24,0,
,BUS3,157,01,23930,In Person,Legal Issues in Human Resource Management,,3,LEC,M,06:00PM-08:45PM,Arthur Casey,BBC104,01/24/24-05/13/24,21,
,BUS3,157,02,25349,In Person,Legal Issues in Human Resource Management,,3,LEC,T,06:00PM-08:45PM,Arthur Casey,BBC102,01/24/24-05/13/24,16,
,BUS3,158,01,23141,In Person,Compensation and Reward Systems,,3,LEC,MW,12:00PM-01:15PM,Lucy Headrick,BBC326,01/24/24-05/13/24,0,
,BUS3,159,01,20085,In Person,Senior Seminar in Human Resource Management,,3,SEM,MW,10:30AM-11:45AM,Sumita Raghuram,BBC102,01/24/24-05/13/24,9,PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,159,02,24263,In Person,Senior Seminar in Human Resource Management,,3,SEM,MW,01:30PM-02:45PM,Sumita Raghuram,BBC104,01/24/24-05/13/24,17,
,BUS3,160,01,22844,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,MW,07:30AM-08:45AM,Rolanda Pollard,BBC102,01/24/24-05/13/24,0,
,BUS3,160,02,22848,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,MW,09:00AM-10:15AM,Nancy Da Silva,BBC105,01/24/24-05/13/24,0,
,BUS3,160,03,22849,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,MW,10:30AM-11:45AM,Nancy Da Silva,BBC202,01/24/24-05/13/24,0,
,BUS3,160,04,28516,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,MW,10:30AM-11:45AM,Rolanda Pollard,BBC301,01/24/24-05/13/24,0,
,BUS3,160,05,22852,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,MW,12:00PM-01:15PM,Terry Thompson,BBC021,01/24/24-05/13/24,0,
,BUS3,160,06,28517,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,MW,01:30PM-02:45PM,Rolanda Pollard,BBC103,01/24/24-05/13/24,0,
,BUS3,160,07,27929,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,M,06:00PM-08:45PM,Mike Hill,BBC320,01/24/24-05/13/24,0,
,BUS3,160,08,27930,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,W,06:00PM-08:45PM,Mike Hill,BBC324,01/24/24-05/13/24,0,
,BUS3,160,09,22855,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,TR,09:00AM-10:15AM,Ginevra Scherini,BBC105,01/24/24-05/13/24,0,
,BUS3,160,10,22856,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,TR,10:30AM-11:45AM,Elizabeth Mullen,BBC102,01/24/24-05/13/24,0,
,BUS3,160,11,22857,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,TR,12:00PM-01:15PM,Elizabeth Mullen,BBC204,01/24/24-05/13/24,0,
,BUS3,160,13,23893,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,T,03:00PM-05:45PM,Alaka Rao,BBC104,01/24/24-05/13/24,0,
,BUS3,160,14,27848,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,T,06:00PM-08:45PM,Alaka Rao,BBC202,01/24/24-05/13/24,0,
,BUS3,160,15,27921,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,R,06:00PM-08:45PM,Elizabeth Garcia,BBC102,01/24/24-05/13/24,2,
,BUS3,160,16,29804,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,F,10:00AM-12:45PM,Nancy Long,BBC103,01/24/24-05/13/24,0,
,BUS3,160,17,29805,In Person,Fundamentals of Management and Organizational Behavior,,3,LEC,F,01:00PM-03:45PM,Nancy Long,BBC021,01/24/24-05/13/24,0,
,BUS3,160,80,27923,Fully Online,Fundamentals of Management and Organizational Behavior,,3,LEC,R,03:00PM-05:45PM,Sumita Raghuram,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,161A,01,20717,In Person,Applied Organizational Behavior,,3,SEM,TR,10:30AM-11:45AM,Mark Schwartz,BBC105,01/24/24-05/13/24,0,PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,161A,02,22079,In Person,Applied Organizational Behavior,,3,SEM,TR,12:00PM-01:15PM,Mark Schwartz,BBC102,01/24/24-05/13/24,9,PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,161A,03,24344,In Person,Applied Organizational Behavior,,3,SEM,W,03:00PM-05:45PM,Pamela Wells,BBC104,01/24/24-05/13/24,0,PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,161A,04,26629,In Person,Applied Organizational Behavior,,3,SEM,W,06:00PM-08:45PM,Pamela Wells,BBC104,01/24/24-05/13/24,0,PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,161B,01,20086,In Person,Organization Theory,,3,LEC,MW,10:30AM-11:45AM,Thomas Altura,BBC105,01/24/24-05/13/24,0,
,BUS3,161B,02,23863,In Person,Organization Theory,,3,LEC,MW,12:00PM-01:15PM,Thomas Altura,BBC202,01/24/24-05/13/24,12,
,BUS3,166,01,20087,In Person,"Business, Government, a Society",,3,LEC,MW,10:30AM-11:45AM,Ron Roman,BBC320,01/24/24-05/13/24,0,
,BUS3,166,02,22078,In Person,"Business, Government, a Society",,3,LEC,MW,12:00PM-01:15PM,Matthew Maguire,BBC102,01/24/24-05/13/24,0,
,BUS3,166,03,23894,In Person,"Business, Government, a Society",,3,LEC,MW,01:30PM-02:45PM,Matthew Maguire,BBC102,01/24/24-05/13/24,0,
,BUS3,169B,01,25515,In Person,Honors Practicum,,3,LEC,M,06:00PM-08:45PM,Matthew Maguire,BBC102,01/24/24-05/13/24,30,RH - Honors course. Requires department approval.
,BUS3,180D,01,25757,In Person,Indiv St Org Mgmt,,1,SUP,TBA,TBA,Susanna Khavul,,01/24/24-05/13/24,10,RA - Requires consent of instructor.  RO - Not available to Open University students.
,BUS3,180D,02,23866,In Person,Indiv St Org Mgmt,,3,SUP,TBA,TBA,Susanna Khavul,,01/24/24-05/13/24,10,RA - Requires consent of instructor.  RO - Not available to Open University students.
,BUS3,180D,80,20276,Fully Online,Indiv St Org Mgmt,,3,SUP,TBA,TBA,Simon Rodan,ONLINE,01/24/24-05/13/24,0,RA - Requires consent of instructor.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,186,01,29115,In Person,Professional and Business Ethics,GE: S,3,LEC,MW,07:30AM-08:45AM,John Wilhelmsson,BBC222,01/24/24-05/13/24,14,
,BUS3,186,02,29116,In Person,Professional and Business Ethics,GE: S,3,LEC,MW,09:00AM-10:15AM,Michael Jordan,BBC222,01/24/24-05/13/24,4,
,BUS3,186,03,29117,In Person,Professional and Business Ethics,GE: S,3,LEC,MW,10:30AM-11:45AM,John Wilhelmsson,MH324,01/24/24-05/13/24,9,
,BUS3,186,04,29118,In Person,Professional and Business Ethics,GE: S,3,LEC,MW,12:00PM-01:15PM,Kyle Hertsch,MH324,01/24/24-05/13/24,9,
,BUS3,186,05,29119,In Person,Professional and Business Ethics,GE: S,3,LEC,MW,01:30PM-02:45PM,Michael Jordan,MH324,01/24/24-05/13/24,5,
,BUS3,186,06,29120,In Person,Professional and Business Ethics,GE: S,3,LEC,MW,03:00PM-04:15PM,Michael Jordan,MH324,01/24/24-05/13/24,12,
,BUS3,186,09,29123,In Person,Professional and Business Ethics,GE: S,3,LEC,TR,09:00AM-10:15AM,Andrew Delunas,MH324,01/24/24-05/13/24,6,
,BUS3,186,11,29125,In Person,Professional and Business Ethics,GE: S,3,LEC,TR,12:00PM-01:15PM,David Mcreynolds,MH324,01/24/24-05/13/24,9,
,BUS3,186,12,29126,In Person,Professional and Business Ethics,GE: S,3,LEC,TR,01:30PM-02:45PM,Andrew Delunas,MH324,01/24/24-05/13/24,8,
,BUS3,186,13,29127,In Person,Professional and Business Ethics,GE: S,3,LEC,TR,03:00PM-04:15PM,Iman Roohnavaz,MH324,01/24/24-05/13/24,11,
,BUS3,186,80,29132,Fully Online,Professional and Business Ethics,GE: S,3,LEC,TBA,TBA,Timothy Johnston,ONLINE,01/24/24-05/13/24,20,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,186,81,29133,Fully Online,Professional and Business Ethics,GE: S,3,LEC,TBA,TBA,Timothy Johnston,ONLINE,01/24/24-05/13/24,14,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,186,82,29134,Fully Online,Professional and Business Ethics,GE: S,3,LEC,TBA,TBA,Kyle Yrigoyen,ONLINE,01/24/24-05/13/24,14,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,186,83,29135,Fully Online,Professional and Business Ethics,GE: S,3,LEC,TBA,TBA,Janet Giddings,ONLINE,01/24/24-05/13/24,11,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,186,84,29136,Fully Online,Professional and Business Ethics,GE: S,3,LEC,TBA,TBA,Trevor Gullion,ONLINE,01/24/24-05/13/24,12,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,186,85,29137,Fully Online,Professional and Business Ethics,GE: S,3,LEC,TBA,TBA,Trevor Gullion,ONLINE,01/24/24-05/13/24,12,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,186,86,29138,Fully Online,Professional and Business Ethics,GE: S,3,LEC,TBA,TBA,Krupa Patel,ONLINE,01/24/24-05/13/24,10,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,186,87,29139,Fully Online,Professional and Business Ethics,GE: S,3,LEC,TBA,TBA,Javier Cardoza-Kon,ONLINE,01/24/24-05/13/24,26,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,186,88,29140,Fully Online,Professional and Business Ethics,GE: S,3,LEC,TBA,TBA,Lisa Bernasconi,ONLINE,01/24/24-05/13/24,16,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,186,89,29141,Fully Online,Professional and Business Ethics,GE: S,3,LEC,TBA,TBA,Lisa Bernasconi,ONLINE,01/24/24-05/13/24,15,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,BUS3,189,01,20088,In Person,Strategic Management,,3,SEM,MW,07:30AM-08:45AM,Gita Mathur,BBC021,01/24/24-05/13/24,0,PE - Prereq - Graduating senior status. Must show proof of application for graduation.  PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,189,02,20089,In Person,Strategic Management,,3,SEM,MW,01:30PM-02:45PM,Gita Mathur,BBC021,01/24/24-05/13/24,0,PE - Prereq - Graduating senior status. Must show proof of application for graduation.  PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,189,03,20272,In Person,Strategic Management,,3,SEM,M,06:00PM-08:45PM,Simon Rodan,BBC130,01/24/24-05/13/24,0,PE - Prereq - Graduating senior status. Must show proof of application for graduation.  PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,189,04,20090,In Person,Strategic Management,,3,SEM,MW,10:30AM-11:45AM,Gretchen Lester,BBC323,01/24/24-05/13/24,0,PE - Prereq - Graduating senior status. Must show proof of application for graduation.  PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,189,05,20091,In Person,Strategic Management,,3,SEM,MW,12:00PM-01:15PM,Gretchen Lester,BBC323,01/24/24-05/13/24,0,PE - Prereq - Graduating senior status. Must show proof of application for graduation.  PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,189,06,20554,In Person,Strategic Management,,3,SEM,MW,03:00PM-04:15PM,Chunlei Wang,BBC323,01/24/24-05/13/24,0,PE - Prereq - Graduating senior status. Must show proof of application for graduation.  PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,189,07,21558,In Person,Strategic Management,,3,SEM,MW,04:30PM-05:45PM,Chunlei Wang,BBC323,01/24/24-05/13/24,0,PE - Prereq - Graduating senior status. Must show proof of application for graduation.  PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,189,08,20275,In Person,Strategic Management,,3,SEM,MW,01:30PM-02:45PM,Ron Roman,BBC225,01/24/24-05/13/24,0,PE - Prereq - Graduating senior status. Must show proof of application for graduation.  PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,189,09,20821,In Person,Strategic Management,,3,SEM,MW,03:00PM-04:15PM,Ron Roman,BBC225,01/24/24-05/13/24,0,PE - Prereq - Graduating senior status. Must show proof of application for graduation.  PP - Prereq - Written Communication II (100W) or equivalent.
,BUS3,189,10,21559,In Person,Strategic Management,,3,SEM,TR,09:00AM-10:15AM,Yeonji No,BBC225,01/24/24-05/13/24,0,PE - Prereq - Graduating senior status. Must show proof of application for graduation.  PP - Prereq - Written Communication II (100W) or equivalent.
